username,score,at,content,thumbsupcount,has_pembayaran,has_driver,has_aplikasi,has_harga,has_layanan,has_order,has_waktu,has_lokasi,has_komunikasi,has_umum,clean_text,label
Gojil Gojil,5,2025-10-08 22:56:07,mantaf cepat kalou pakai maxxim,0,0,0,0,0,0,0,1,0,0,0,mantaf cepat kalou pakai maxxim,puas
Man Bae,5,2025-10-08 19:03:10,sangat membantu,0,0,0,0,0,0,0,0,0,0,0,membantu,netral
Yana Suparya,5,2025-10-08 18:51:05,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Aceng Supriadi,5,2025-10-08 18:50:23,tepat waktu cepat harga ekonomis,0,0,0,0,1,0,0,1,0,0,0,cepat harga ekonomis,puas
MasBrorrrowalah Mantabbslaooaaloe,5,2025-10-08 18:01:50,m antab,0,0,0,0,0,0,0,0,0,0,0,m antab,netral
andikucing Lucu,2,2025-10-08 15:24:29,alamat nya yg di tuju gk detail di perbaiki lg untuk penjemputan dan titik pengantaran,0,0,0,0,0,0,0,0,1,0,0,alamat nya yg tuju gk detail perbaiki lg penjemputan titik pengantaran,netral
Fandi,1,2025-10-08 14:39:30,lemot banget ini buat login aja nunggu kode verifikasi kaga muncul,0,0,0,1,1,0,0,1,0,0,0,lemot banget login aja nunggu kode verifikasi kaga muncul,netral
Ekasrimuhayati Ekasrimuhayati,5,2025-10-08 13:57:43,top,0,0,0,0,0,0,0,0,0,0,1,top,netral
Berbard Bir,1,2025-10-08 13:24:46,aplikasi ga ngirim sms verif,0,0,0,0,0,0,0,0,0,0,0,aplikasi ga ngirim sms verif,netral
ishaq chandra,3,2025-10-08 13:21:54,setiap mau menggunakan selalu harus di uninstall dulu lalu install lagi baru bisa huuft,0,0,0,0,0,0,0,0,0,0,0,uninstall install huuft,netral
OeCoEp AyMeYyO,5,2025-10-08 13:17:17,,0,0,0,0,0,0,0,0,0,0,0,,netral
Naufal N,2,2025-10-08 12:25:41,kpk nya bagus tapi tolong cari orang nya yg deket2 aja kalo lagi buru2 bisa langsung jalan tolong di banyakin orang lagi orang ojek nya,1,0,1,0,0,0,0,0,0,0,1,kpk nya bagus tolong cari orang nya yg deket aja kalo buru langsung jalan tolong banyakin orang orang ojek nya,puas
nurlaelatayeb26 nurlaelatayeb26,5,2025-10-08 11:54:37,driver ramah,0,0,1,0,0,1,0,0,0,0,0,driver ramah,netral
Sn,4,2025-10-08 11:26:50,mohon perbaiki untuk titik lokasinya terima ksh,0,0,0,0,0,0,0,0,1,0,0,mohon perbaiki titik lokasinya terima ksh,netral
Lana ptra,5,2025-10-08 11:13:12,bagus ramah dan cepat,0,0,0,0,0,1,0,1,0,0,1,bagus ramah cepat,puas
Wisen Stevannes,2,2025-10-08 07:28:59,titik map di benerin suka ngaco,0,0,0,0,0,0,0,0,1,0,1,titik map benerin suka ngaco,puas
Monik,5,2025-10-08 07:17:30,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Tegie Pratama,3,2025-10-08 07:10:13,buruk otp gamuncul2 ayap ni aplikasi nomor hp ud benerrr bener2 ayap,0,0,0,0,0,0,0,0,0,0,1,buruk otp gamuncul ayap ni aplikasi nomor hp ud benerrr bener ayap,tidak puas
Swastika ARD,1,2025-10-08 06:37:56,entahlah dah capek pake nih mitra niat bantu niat ramein laporan kaga di tanggep dm kaga di bales di komen drivernya nyolot gak memihak kenyamanan customer sorry uninstall dan gak mau pake lagi selama ini gw baik hati ke sini tpi gada feedback yang ramah ke customer,0,0,0,0,0,1,0,0,0,0,0,dah capek pake nih mitra niat bantu niat ramein laporan kaga tanggep dm kaga bales komen drivernya nyolot gak kenyamanan customer sorry uninstall gak pake gw hati tpi gada feedback ramah customer,netral
Hendry Imran,1,2025-10-08 05:48:03,susah betul login nomor otp susah betul dimirim,0,0,0,1,0,0,0,0,0,0,0,susah login nomor otp susah dimirim,tidak puas
Elona Jaskinta colektion,5,2025-10-08 05:27:56,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Rizkey Dwi,1,2025-10-08 04:23:02,payah bgt sih nyari alamat hrus nunjuk peta klo tmpat yg belm pernah kita kunjungin mana tau dah gitu di ketik pun muncul tempat lain terus gak lagi lah pdahal dah di tulis alamat lengkappp sampe kode pos,0,0,0,0,1,0,0,0,0,0,0,payah bgt sih nyari alamat hrus nunjuk peta klo tmpat yg belm kunjungin tau dah gitu ketik muncul gak pdahal dah tulis alamat lengkappp sampe kode pos,netral
Hirli Jabir Fadil,5,2025-10-08 04:13:52,cpt dapat driver cuma untuk malam jarang ada yang ngebolang disaat butuh susah dapat,0,0,1,0,0,0,0,0,0,0,0,cpt driver malam jarang ngebolang disaat butuh susah,tidak puas
Yahya Sultoni,4,2025-10-08 04:09:38,top up di kaspro sudah masuk tapi lama banget dah,0,1,0,0,0,0,0,1,0,0,1,top up kaspro masuk banget dah,netral
Febriana S. Tinamba,1,2025-10-08 03:36:26,tiap order titiknya suka bergeser waktu tunggu jadi lama karena driver ke titik lain armada2nya juga byk yg kotor karoet mobil byk tanah menempel seperti sdh sangat lama tdk dibersihkan lrn sdh melekat dia atas mobil juga tanah2 banyak joknya patah ga bisa nyandar armadanya byk yg parah ga pernah ada pengawasan,13,0,1,0,0,1,1,1,1,0,1,order titiknya suka bergeser tunggu driver titik armadanya byk yg kotor karoet mobil byk tanah menempel sdh tdk dibersihkan lrn sdh melekat mobil tanah joknya patah ga nyandar armadanya byk yg parah ga pengawasan,puas
jerry Lim,5,2025-10-08 03:13:21,nice driver,0,0,1,0,0,0,0,0,0,0,0,nice driver,netral
Eddie Irwan,5,2025-10-08 02:56:52,mntep,0,0,0,0,0,0,0,0,0,0,0,mntep,netral
Mikael Wolo,2,2025-10-08 02:42:18,kecewa banget dah dgn apk maxim suda ulang ulang isi saldo di maxim tapi yang masuk tidak sesuai dgn nominal yang nya malah ke potong uang ku dan juga masuk nya lama juga ke apk maxim tolong di perbaiki lagi sistemnya sangat merugikan org sangat kecewaaa,1,1,0,0,1,0,1,1,0,0,1,kecewa banget dah dgn apk maxim suda ulang ulang isi saldo maxim masuk sesuai dgn nominal nya potong uang ku masuk nya apk maxim tolong perbaiki sistemnya merugikan org kecewaaa,tidak puas
LISWIDYAWATI,5,2025-10-08 02:24:40,lumayan,1,0,0,0,0,0,0,0,0,0,1,lumayan,netral
Juria Manurung,1,2025-10-08 01:36:14,aplikasi jelek driver yg gak salah saja di putus mitra dari penumpang yg sering cancel pas dpt orderan jadi driver kesel udh cape cape sampai tujuan di cancel,1,0,1,0,0,0,0,0,0,0,1,aplikasi jelek driver yg gak salah putus mitra penumpang yg cancel pas dpt orderan driver kesel udh cape cape tujuan cancel,tidak puas
tyas 12,1,2025-10-08 00:35:51,bener bener pengalaman pertama dan terburuk saya menggunakan aplikasi maxim montor yang digunakan tidak sesuai standar masa montor jadul yg bahkan jika melewati tanjakan saja hampir tidak kuat terus karena montor tsb baju dan rok saya kena oli sangat banyak dan driver menaikan harga tarif yg seharusnya 8 900 jadi 10 000 tanpa adanya persetujuan dari daya mending ke 2 aplikasi sebelah daripada maxim bener bener buruk,16,0,1,0,1,0,1,0,0,0,1,bener bener pengalaman terburuk aplikasi maxim montor sesuai standar montor jadul yg melewati tanjakan kuat montor tsb baju rok kena oli driver menaikan harga tarif yg persetujuan daya mending aplikasi sebelah maxim bener bener buruk,tidak puas
RIFHA DWI YANTI PUTRI,5,2025-10-08 00:26:33,bagus sangat baik,1,0,0,0,0,0,0,0,0,0,1,bagus,puas
Torpana Rajawali,1,2025-10-08 00:09:15,pelayanan sangat buruk pengemudi hampir tidak merespon maxim ini sangat buruk sekali,1,0,1,0,0,0,0,0,0,0,1,pelayanan buruk pengemudi merespon maxim buruk,tidak puas
Boy Banjar,5,2025-10-07 23:56:41,keren banget,1,0,0,0,0,0,0,0,0,0,0,keren banget,netral
Angin Laut,3,2025-10-07 23:31:17,bagus sih tapi sayang payment non tunai nya cuma pake kaspro yg ribet jelek dan penuh bintang satu coba terhubung dgn e wallet yg lain kayak ovo dana atau linkaja,1,1,0,0,0,0,0,0,0,0,1,bagus sih sayang payment non tunai nya pake kaspro yg ribet jelek penuh bintang coba terhubung dgn e wallet yg kayak ovo dana linkaja,puas
Rizky Bintang,2,2025-10-07 22:47:23,hujan dikit pada ga mau terima orderan gimana ini aneh bener ini,1,0,0,0,0,0,0,0,0,0,0,hujan dikit ga terima orderan gimana aneh bener,netral
Zivania Hillary,1,2025-10-07 22:04:22,maxim skrg susah bgt banyak pengemudi yang dekat tapi gaada satupun yang terima sampai akhirnya harus berkorban ga keluar saat hujan karena maxim ga nemu,1,0,1,0,0,0,0,0,0,0,0,maxim skrg susah bgt pengemudi gaada satupun terima berkorban ga hujan maxim ga nemu,tidak puas
Multi Kets,1,2025-10-07 21:52:53,lama maximnya,1,0,0,0,0,0,0,1,0,0,0,maximnya,netral
Rusdi,5,2025-10-07 21:51:44,sangat membantu tuk mengais rizky tolong di perbaiki sistem otomatisnya dlm hal goegle maps arti dr orderan terdekat yg mn orderan tsb yg dekat bukan artinya jarak 4 smpai 5 km sukses selalu smoga ke depannya semakin canggih sistem otomatis sesuai prihal tersebut di atas,1,0,0,1,0,0,0,0,1,0,0,membantu tuk mengais rizky tolong perbaiki sistem otomatisnya dlm goegle maps arti dr orderan terdekat yg mn orderan tsb yg jarak smpai km sukses smoga depannya canggih sistem otomatis sesuai prihal,netral
John Steven,1,2025-10-07 21:02:44,saya mau daftar jadi driver maxim bukan order maxim dodol,1,0,1,0,0,0,1,0,0,0,0,daftar driver maxim order maxim dodol,netral
Panji Prapdayuda Setiawan,5,2025-10-07 17:34:03,alhamdulillah aplikasi maxim sudah membaik brav0,3,0,0,0,0,0,0,0,0,0,0,alhamdulillah aplikasi maxim membaik brav,netral
Resky,1,2025-10-07 17:25:57,saya kurang suka maxim semua karyawannya melakukan pungli saya sudah 4 kali order semua minta uang lebih tidak sesuai dengan aplikasih terus ada yg gak kira kira ada yg minta lebih 2 kali lipat kecewa si sama maxim,17,1,0,0,1,0,1,0,0,0,1,suka maxim karyawannya pungli kali order uang sesuai aplikasih yg gak yg kali lipat kecewa si maxim,puas
Slamet Prayitno,5,2025-10-07 14:53:36,sangat membantu sekali,1,0,0,0,0,0,0,0,0,0,0,membantu,netral
Jhon Charles,1,2025-10-07 14:20:04,driver atas nama izgy yudhi susanto plat b 1415 dzc mobil innova reborn hitam dan petugas yang di bandara soetta melakukan manipulasi kata petugasnya ongkos sesuai aplikasi dan biaya tol ternyata tambah 35 rb sewa bandara katanya drivernya sama penipu nota tol dan tambahan 35 rb tidak dimasukkan ke invoice cukup sekali pakai maxim di bandara soetta driver dan petugas bandaranya manipulatif,0,0,1,0,1,0,0,0,0,0,0,driver nama izgy yudhi susanto plat b dzc mobil innova reborn hitam petugas bandara soetta manipulasi petugasnya ongkos sesuai aplikasi biaya tol rb sewa bandara drivernya penipu nota tol tambahan rb dimasukkan invoice pakai maxim bandara soetta driver petugas bandaranya manipulatif,netral
Yogaa Badriawann,5,2025-10-07 14:14:17,sangat membantu sekali,0,0,0,0,0,0,0,0,0,0,0,membantu,netral
muhammad syaiful anam,3,2025-10-07 13:29:12,tolong akurasi waktu datangnya kendaraan akan tiba diperbaiki sering lama menunggu dan waktu tidak sesuai tertulis akan tiba 15 menit ternyata baru tiba 30 menit dan aplikasi sering restart sendiri saat ketik alamat di android 8 tolong dompet elektronik diganti aja daripada pakai kaspro yang rating di google play jelek,2,1,0,0,1,0,1,1,0,0,1,tolong akurasi datangnya kendaraan diperbaiki menunggu sesuai tertulis menit menit aplikasi restart ketik alamat android tolong dompet elektronik diganti aja pakai kaspro rating google play jelek,tidak puas
Ahmad Ghufron,1,2025-10-07 13:21:28,nggak bisa login kode otp nggak dikirim,0,0,0,1,1,0,0,0,0,0,0,nggak login kode otp nggak dikirim,netral
Azzam Abdullah,1,2025-10-07 12:02:10,map nggak update maxim khonthol skalilagi maxim khonthol update map mu itu bngsad ada bbrapa tempat yang ada di google map tapi di map maxim tidak ada babi kau saya tdk bisa pulang kimai cukimai map hoi map nyawamu itu cuma map kalo customer tdk bisa pilih titik map gimna bab1,0,0,0,1,0,0,0,0,1,0,0,map nggak update maxim khonthol skalilagi maxim khonthol update map mu bngsad bbrapa google map map maxim babi kau tdk pulang kimai cukimai map hoi map nyawamu map kalo customer tdk pilih titik map gimna bab,netral
Ootoya Pacific,1,2025-10-07 11:00:23,maxim mohon bantuannya tadi siang ada driver ambil barang di ootoya pacific place ke ootoya bsi 2 plastik putih isi tepung dan 1 lagi isi seragam tapi pas sampai kenapa seragam nya tidak di kasi ya mohon bantuannya driver namanya farhan saputra motorcycle warna hitam plat bd2964mf,0,0,1,0,0,0,0,0,0,0,0,maxim mohon bantuannya siang driver ambil barang ootoya pacific place ootoya bsi plastik putih isi tepung isi seragam pas seragam nya kasi ya mohon bantuannya driver namanya farhan saputra motorcycle warna hitam plat bdmf,netral
Kangsenja Nathan,5,2025-10-07 09:01:25,sangat bagus sangat puas,0,0,0,0,0,0,0,0,0,0,1,bagus puas,puas
Amru 1979,5,2025-10-07 08:56:49,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Rinto Hutauruk,1,2025-10-07 08:50:14,tidak bisa cetak history perjalanan untuk sppd,1,0,0,1,0,0,0,0,0,0,0,cetak history perjalanan sppd,netral
Andhika,1,2025-10-07 08:48:59,woi kasih tahu kek kalau ada potongan ketika mengisi dana di e wallet terus lama lagi proses ngisinya mending pakai si gjk sama grb lebih cepat ngisinya mana potongannya 3 ribu lagi apa apaan,1,0,0,0,1,0,0,1,0,0,0,woi kasih kek potongan mengisi dana e wallet proses ngisinya mending pakai si gjk grb cepat ngisinya potongannya ribu,puas
Alexia Akira,1,2025-10-07 08:23:40,top up 50k ke wallet nya maxim di bank sukses tapi pas di cek ke apk maximnya saldonya masih rp 0 gila download apk kaspro malah akun di blokir dih kocak,0,1,0,0,0,0,0,0,0,0,1,top up k wallet nya maxim bank sukses pas cek apk maximnya saldonya rp gila download apk kaspro akun blokir dih kocak,netral
Yulia Ningsih (2023039),5,2025-10-07 07:42:02,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Mahdanil Pratama,1,2025-10-07 06:28:19,drivernya pilih pilih sehingga kita yang order jadi lama nunggunya karena para driver yang milih milih orderan saya menunggu sampe sejam pun tidak ada yang ambil orderan saya mau saya batalkan tapi tidak bisa di batalin,1,0,1,1,0,0,1,1,0,0,0,drivernya pilih pilih order nunggunya driver milih milih orderan menunggu sampe sejam ambil orderan batalkan batalin,netral
Christian Sinaga,5,2025-10-07 06:26:15,kebersihan p,0,0,0,0,0,0,0,0,0,0,0,kebersihan p,netral
Hendi Nurjani,5,2025-10-07 06:10:31,sangat membantu,0,0,0,0,0,0,0,0,0,0,0,membantu,netral
Davina Marsya Putri,5,2025-10-07 05:38:47,,0,0,0,0,0,0,0,0,0,0,0,,netral
ahmad gufroni,1,2025-10-07 05:37:51,lagi daftar nunggu otp gamasuk2 sampai ada tulisan batas otp habis gaguna gaguna,0,0,0,0,0,0,0,1,0,0,0,daftar nunggu otp gamasuk tulisan batas otp habis gaguna gaguna,netral
Mulyana Hendriansah,5,2025-10-07 05:34:20,keamanan dan seragam helem resmi,0,0,0,0,0,1,0,0,0,0,0,keamanan seragam helem resmi,netral
Fenny Aulia Logho,1,2025-10-07 05:23:55,parah nih aplikaai gue udah ngisi saldo ga masuk ke abang nya tolol apa gimana sih gausah pake maxim lagi kapok banget,0,1,0,0,0,1,0,0,0,0,1,parah nih aplikaai gue udah ngisi saldo ga masuk abang nya tolol gimana sih gausah pake maxim kapok banget,tidak puas
Muhamad Hairul,1,2025-10-07 04:59:39,kecewa sama driver ojeg maxim,0,0,1,0,0,0,0,0,0,0,1,kecewa driver ojeg maxim,tidak puas
Syaichu Maulana,1,2025-10-07 04:14:59,minta kode verifikasi dh make no wa dan no tlp tetep gk bisa dh coba berkali gk di kasih kodenya alhasil gw beralih ke gojek lagi,0,0,0,0,1,0,0,0,0,0,0,kode verifikasi dh make no wa no tlp tetep gk dh coba berkali gk kasih kodenya alhasil gw beralih gojek,netral
Edi agusdin,5,2025-10-07 02:23:01,pertama penggunaan sangat baik,0,0,0,0,0,0,0,0,0,0,0,penggunaan,netral
Rudi purwanto,1,2025-10-07 02:02:28,ada bintang minus ndak kecewa bgt setiap pesen maxim car delivery sering ditolak ada driver yg salah lokasi minta bayaran double pula drivernya g ramah bgt,0,0,1,1,1,1,0,0,1,0,1,bintang minus ndak kecewa bgt pesen maxim car delivery ditolak driver yg salah lokasi bayaran double drivernya g ramah bgt,tidak puas
Dharma Safitri situmeang,5,2025-10-07 00:36:05,coba dulu udah soalnya saya belum pernah coba,0,0,0,0,0,0,0,0,0,0,0,coba udah coba,netral
Jacky Duke Cervantes,1,2025-10-07 00:32:20,perjalanan cuma 10 menit aja ongkosnya rp 40 ribuan mahal amat murah apaan kayak gitu,0,0,0,0,1,0,0,0,0,0,0,perjalanan menit aja ongkosnya rp ribuan mahal murah kayak gitu,puas
lisha rahma,2,2025-10-06 23:49:43,maxime drivernya suka gantung kalau di pesan untuk jarak dekat tidak mau gerak akhirnya milih grab lainnya dan juga untuk perjalanan jauh lebih milih grab yg ada ac hidup dan untuk jarak dekat juga drivernya nggak mau juga mobipnya nggak mau gerak selalu gantung nggak kasih kepastian akhirnya cari grab aplikasi lain yg mau,329,0,0,0,0,0,1,0,0,1,1,maxime drivernya suka gantung pesan jarak gerak milih grab perjalanan milih grab yg ac hidup jarak drivernya nggak mobipnya nggak gerak gantung nggak kasih kepastian cari grab aplikasi yg,puas
Blonde,1,2025-10-06 19:23:03,kebanyakan driver tidak beratribut dan berkendara ugal ugalan,0,0,1,0,0,0,0,0,0,0,0,kebanyakan driver beratribut berkendara ugal ugalan,netral
Reyhan Sinaga,1,2025-10-06 18:58:45,lol gg,0,0,0,0,0,0,0,0,0,0,0,lol gg,netral
Hamsah nasir,5,2025-10-06 18:27:08,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Alhabsi Faturohman,1,2025-10-06 16:27:37,aplikasi gajelas mau login selalu terjadi kesalahan udh pake 2 nomor sama aja di hp satunya juga sama ga bisa login gajelas bgt perbaiki lagi,5,0,0,1,0,0,0,0,0,0,0,aplikasi gajelas login kesalahan udh pake nomor aja hp satunya ga login gajelas bgt perbaiki,netral
Cahyadi Aeon Chandra,1,2025-10-06 15:05:40,begitu tautkan akun maxim kaspro biaya nya jadi lebih tinggi dari sebelum nya,0,1,0,0,1,0,0,0,0,0,0,tautkan akun maxim kaspro biaya nya nya,netral
Irma Sriewaryanti,1,2025-10-06 14:35:43,drive gak ramah dan selalu minta ongkos tambahan jadi males pake,0,0,0,0,1,1,0,0,0,0,0,drive gak ramah ongkos tambahan males pake,netral
Bang zeus 01,2,2025-10-06 14:07:06,susah amat nyari lokasi titik g ada yng akurat,0,0,0,0,0,0,0,0,1,0,0,susah nyari lokasi titik g yng akurat,tidak puas
Anugrah illahiyati,1,2025-10-06 13:57:17,daftar ribet,0,0,0,0,0,0,0,0,0,0,0,daftar ribet,netral
eva eva,5,2025-10-06 13:35:27,aplikasi bagus saya sudah lama pake nya,0,0,0,0,0,0,0,1,0,0,1,aplikasi bagus pake nya,puas
Koh Sam Reflexcy,5,2025-10-06 13:34:41,pertama mencoba ap ojol sejauh ini sangat mudah dan gede manfaatnya txq maxim,0,0,0,0,0,0,0,0,0,0,0,mencoba ap ojol mudah gede manfaatnya txq maxim,netral
Boy,5,2025-10-06 13:09:08,good job,0,0,0,0,0,0,0,0,0,0,0,good job,netral
Gilang Ramadan,5,2025-10-06 12:28:53,apa masalah ni aplikasi deh,0,0,0,0,0,0,0,0,0,0,0,ni aplikasi deh,netral
Si Ti,5,2025-10-06 12:04:09,top,0,0,0,0,0,0,0,0,0,0,1,top,netral
Hermansyah Eman,1,2025-10-06 11:44:00,tidak dapat digunakan,0,0,0,0,0,0,0,0,0,0,0,,netral
Sasikirana Satria,1,2025-10-06 09:48:47,payah maxim jelek banget top up susah saldo hilang terus mendadak kartu ke blokir lah taik akun abal2,0,1,0,0,0,0,1,0,0,0,1,payah maxim jelek banget top up susah saldo hilang mendadak kartu blokir taik akun abal,tidak puas
Elisa Damayanti,1,2025-10-06 08:59:14,dapet supir maxim car yang amat sangat bikin trauma kapok,0,0,0,0,0,0,0,0,0,0,0,dapet supir maxim car bikin trauma kapok,netral
Amel Liya,1,2025-10-06 08:51:24,kenapa selalu minta parivikasi sik kan udh ke daftar kenapa salalu minta daftar ulang terus,0,0,0,0,0,0,0,0,0,0,0,parivikasi sik udh daftar salalu daftar ulang,netral
Allin Charllin,5,2025-10-06 08:09:12,murah meriah,0,0,0,0,1,0,0,0,0,0,0,murah meriah,puas
Ardiansyah 04,1,2025-10-06 08:05:13,pengisian e wallet sangat dan terlalu lambat banget sudah ngisi kaspro lambat terus pas bayar pake e wallet ke driver nya blm masuk eh beberapa jam kemudian e wallet saya ke potong bayar tunai juga tidak ramah bintang 1,0,1,1,0,0,1,0,0,0,0,0,pengisian e wallet lambat banget ngisi kaspro lambat pas bayar pake e wallet driver nya blm masuk eh jam e wallet potong bayar tunai ramah bintang,tidak puas
Wendy Melpha,1,2025-10-06 07:37:12,aneh pelayanan ga jelas kata nya ga ada kembalian buktinya itu ada uang receh padahl minta kembali cuman 5 rb doang ga mau kembalin,0,1,0,0,0,0,0,0,0,0,0,aneh pelayanan ga nya ga kembalian buktinya uang receh padahl cuman rb doang ga kembalin,netral
anes 521,1,2025-10-06 06:40:54,klian jika tidak sanggup menangani order food jgn buat layanan itu ujung2 nya kmi pake grab atau gojek atau kami beli sekitar saran saya jika blum sanggup pelayanan food hapus keburu asem lambung org nunggu ngak ada juga yang ambil klo kaya gini gmn apa harus saya kasih tau temen saudara sosmed jangan gunakan maxim karena pelayanan ini mmm ngak profesional kalian padahal saya selalu gunakan maxim motor dan mobil ketika perjalanan transportasi kecewa,0,0,0,0,0,0,1,1,0,0,1,klian sanggup menangani order food jgn layanan ujung nya kmi pake grab gojek beli saran blum sanggup pelayanan food hapus keburu asem lambung org nunggu ngak ambil klo kaya gini gmn kasih tau temen saudara sosmed maxim pelayanan mmm ngak profesional maxim motor mobil perjalanan transportasi kecewa,tidak puas
valentino febri,1,2025-10-06 05:41:21,aplikasi gblok otp gamasuk2,0,0,0,0,0,0,0,0,0,0,0,aplikasi gblok otp gamasuk,netral
Godlief Tobe,1,2025-10-06 05:07:27,susah bangat cari driver padahal banyak yg dekat ordee sampai 5x gak ada yg terima pindah gojek aja biar cepat,0,0,1,0,0,0,0,1,0,0,0,susah bangat cari driver yg ordee x gak yg terima pindah gojek aja biar cepat,puas
